100rs,1
120k,1
1k,1
1st,1
231k,1
24th,1
2g,1
2kuszlemdp,1
2nd,1
30nov,1
30th,1
3rd,2
45member,1
4cgmraxldb,1
4got,1
4rm,1
50age,1
62k,1
720p,1
7wa,2
80k,1
8th,1
aa,37
aaapppkooooo,1
aab,2
aabaad,1
aadat,27
aadmi,2
aadt,1
aae,3
aaeee,1
aag,1
aagar,2
aagay,1
aagaya,3
aagayi,1
aage,1
aaghe,1
aagle,1
aahista,2
aai,1
aaina,1
aainaa,1
aainda,1
aaine,1
aaisa,1
aaiye,3
aaj,73
aajaye,2
aajbhi,1
aajkal,1
aakar,26
aake,2
aakhir,3
aakho,1
aalam,1
aaliya,1
aam,6
aamir,2
aan,1
aana,3
aane,3
aanewali,1
aaney,2
aani,2
aankh,3
aankhain,1
aankhe,2
aankhein,1
aankho,1
aankhon,5
aansu,3
aao,5
aaoge,3
aaoo,2
aap,66
aape,1
aapiye,2
aapk,1
aapka,8
aapke,5
aapki,5
aapko,7
aapna,1
aapne,3
aapse,1
aaraha,1
aarahi,1
aaram,1
aaree,1
aarha,2
aas,4
aasani,1
aashani,1
aashiqui,2
aashirvaad,1
aashirwad,7
aashish,1
aashqon,1
aasu,1
aata,8
aataaa,1
aate,7
aathi,1
aati,18
aaungi,1
aaya,72
aayange,1
aaye,7
aayega,3
aayegi,9
aayegii,1
aayenge,1
aayeto,1
aaygaa,1
aayi,2
aayojan,1
aazaad,1
aazma,1
ab,68
abas,1
abay,2
abb,1
abba,3
abbu,2
abe,1
abey,2
abhe,1
abhi,24
abhito,1
abhiyan,1
abi,3
abid,3
about,5
absar,1
absolutely,1
abuse,3
abused,1
accent,1
access,1
accha,5
acchi,1
accident,1
according,1
account,1
accounts,1
acha,21
achanak,2
achar,1
acharan,2
achay,2
achchhi,1
ache,1
aches,1
achha,1
achhe,1
achhi,1
achi,9
achii,1
achy,1
action,2
active,1
actor,1
actors,1
actually,3
ad,2
ada,2
adaa,1
adani,2
adat,1
adb,1
add,4
address,3
adds,1
adek,1
adh,1
adhay,1
adhi,1
adhoore,1
adjust,2
admi,7
adnan,1
adrakh,1
ads,1
advised,1
ae,10
aedosto,1
aesa,4
aese,1
aesi,1
aesy,1
afford,1
afghanistan,1
afridi,1
afsar,1
afsoos,2
after,7
aftertaste,1
aga,1
again,4
against,3
agakhan,1
agar,36
agay,1
agayi,1
age,1
agee,1
aglee,1
agnee,1
agr,10
agree,1
agwada,1
agy,1
ah,1
ahaan,2
ahad,2
ahan,1
ahead,1
ahi,1
ahmad,3
ahmed,2
ahsan,1
aik,19
ain,1
ainda,1
air,1
aisa,30
